ax,ay,az,gx,gy,gz,mx,my,mz,timestamp
0.70,9.65,-2.29,0.02,0.54,-0.05,46.35,-69.94,26.82,9620
1.55,9.24,-1.40,0.31,0.69,-0.18,44.01,-70.21,28.24,9654
1.36,9.62,-0.92,0.16,0.28,-0.35,43.45,-70.99,29.76,9688
0.95,10.17,0.32,0.00,-0.36,-0.07,42.98,-71.67,29.49,9722
1.29,9.92,0.67,-0.49,-0.64,0.32,42.98,-73.94,28.37,9756
0.83,11.73,0.25,-0.06,-0.31,0.40,40.91,-75.88,28.35,9791
0.12,7.91,0.56,-0.29,0.11,-0.36,40.25,-76.41,27.51,9825
3.23,9.90,-1.11,-0.26,-0.11,-0.12,39.04,-77.65,26.73,9859
2.28,10.03,-0.91,-0.20,0.00,-0.07,38.29,-78.19,25.61,9893
3.61,9.60,-2.49,-0.21,0.05,-0.16,37.33,-79.09,25.68,9927
4.72,9.79,-1.82,-0.04,-0.28,-0.37,36.54,-80.11,26.03,9961
7.26,9.84,-0.31,-0.21,-0.39,-0.11,35.79,-80.44,25.71,9996
2.13,7.19,-1.67,-0.81,-0.35,0.67,31.92,-82.14,23.56,10030
-3.49,10.95,-5.18,-0.66,-0.29,0.51,28.12,-83.10,21.72,10064
-10.97,9.18,-12.31,-0.88,-2.70,0.18,27.64,-83.75,17.83,10098
-1.85,8.03,-6.41,1.19,-2.11,-0.49,30.18,-80.75,18.34,10132
-0.31,4.99,-5.56,1.57,-2.20,-0.00,31.06,-77.81,20.42,10166
-1.01,7.11,-5.47,2.03,-3.36,0.72,32.81,-73.75,22.38,10201
1.82,9.03,-1.34,2.11,-3.54,1.01,34.52,-68.87,23.02,10235
-0.04,10.57,0.60,1.77,-2.76,0.82,36.86,-65.81,24.12,10269
-2.09,22.57,-0.37,1.54,-3.35,0.29,40.69,-62.25,20.86,10303
6.44,11.61,9.59,0.74,-0.95,0.34,42.88,-61.62,18.61,10337
-1.25,4.48,-3.13,-0.14,0.82,-1.63,43.79,-59.30,20.17,10372
3.51,12.81,-3.64,0.51,-1.26,-0.51,46.68,-57.79,18.04,10406
-1.93,11.25,-4.32,-0.25,-0.52,-0.32,47.53,-56.80,16.09,10440
-2.04,9.35,-3.97,-0.86,-0.23,-0.09,47.72,-57.03,14.57,10474
2.08,11.37,-2.14,-1.29,-0.12,0.14,47.65,-58.30,12.00,10508
1.79,9.14,-2.34,-1.51,0.10,0.11,47.30,-59.50,9.06,10542
1.26,6.92,-5.69,-1.17,-0.41,0.39,46.17,-60.39,7.15,10577
2.64,6.85,-2.60,-0.93,-0.78,0.42,45.92,-61.49,4.30,10611
-1.01,9.37,0.01,-0.73,-0.46,0.04,45.95,-62.58,2.69,10645
-1.76,9.69,-2.45,-0.87,-0.70,-0.29,46.59,-62.51,0.00,10679
-0.59,9.46,-2.95,-0.95,-0.58,-0.48,47.22,-62.09,-2.78,10713
2.40,10.34,-3.94,-1.17,-0.61,-0.55,48.36,-61.49,-4.84,10748
10.68,10.16,-11.17,-1.51,-1.99,-0.00,47.92,-61.53,-9.43,10782
4.45,14.32,-7.90,-1.59,-1.26,-0.34,47.76,-60.17,-13.10,10816
9.25,23.00,-5.62,-2.54,-2.81,-0.33,45.82,-60.32,-22.22,10850
-26.07,8.43,-19.39,-3.01,-2.69,-0.92,43.17,-58.02,-30.65,10884
9.59,7.15,-1.34,1.36,0.29,-1.88,43.91,-54.15,-29.19,10918
3.95,3.51,-2.07,0.47,5.72,-1.77,46.11,-49.42,-17.83,10953
-6.59,3.62,-4.13,0.44,6.70,-0.48,43.85,-47.46,-6.05,10987
-5.69,6.06,-3.67,1.03,4.10,-0.22,39.04,-45.47,3.83,11021
-5.14,7.46,-0.78,0.70,3.07,0.13,33.38,-43.91,7.94,11055
-5.37,7.58,-0.12,0.46,3.57,-0.07,27.54,-41.67,12.70,11089
-7.11,7.99,-1.66,0.95,4.24,-0.60,19.80,-38.32,16.57,11124
-5.24,9.01,-2.95,0.93,3.70,-0.74,13.88,-35.36,19.57,11158
-7.33,8.40,-3.54,0.59,2.56,-0.59,9.54,-32.42,18.78,11192
-4.98,8.91,-2.37,0.46,1.63,-0.53,5.54,-29.74,19.03,11226
-4.58,7.86,-1.35,0.33,0.83,-0.28,3.23,-27.76,18.63,11260
-3.04,7.33,-2.58,0.09,-0.50,0.09,2.03,-26.98,17.52,11294
11.43,11.73,-2.22,-0.21,-3.58,1.70,4.12,-25.75,16.63,11329
-0.26,14.21,1.59,-0.36,-2.86,0.04,7.00,-25.78,16.03,11363
1.33,8.00,1.95,-0.87,-2.37,0.83,9.02,-26.15,14.13,11397
-0.89,8.60,4.08,-1.19,-0.31,0.11,9.05,-26.63,14.28,11431
-3.57,11.41,1.69,-1.45,1.19,-0.12,7.86,-27.70,14.95,11465
-0.98,13.40,-3.16,-1.92,3.12,-0.88,4.63,-29.86,15.10,11500
-0.77,8.54,-7.11,-2.46,4.55,-1.24,0.12,-32.84,12.88,11534
-4.25,6.61,-10.12,-2.16,4.35,-0.93,-4.79,-35.97,9.87,11568
-0.67,7.14,-8.07,-1.28,3.84,-0.66,-9.21,-37.99,7.25,11602
-1.64,10.27,-4.54,-1.12,3.18,-0.04,-12.29,-39.67,3.48,11636
3.20,14.61,-2.31,-0.86,2.83,0.71,-16.95,-39.86,-1.01,11670
4.62,13.27,0.40,-1.10,3.41,0.85,-19.94,-40.06,-6.37,11705
6.63,10.71,-6.67,-1.27,4.27,0.71,-23.36,-38.89,-12.50,11739
4.54,7.29,-11.70,-1.13,5.02,0.38,-25.08,-35.98,-21.79,11773
-0.63,6.69,-12.19,-0.90,5.25,-0.03,-24.51,-33.79,-29.32,11807
0.45,8.25,-11.30,-0.53,5.07,-0.07,-20.90,-30.93,-35.41,11841
-0.72,5.51,-9.57,-0.34,4.49,-0.34,-17.30,-28.82,-38.70,11875
5.17,10.80,-9.98,-0.24,5.43,-0.35,-13.08,-26.07,-42.18,11910
-3.73,14.35,-11.55,-0.28,6.97,-1.84,-5.88,-23.59,-44.88,11944
-8.03,1.80,-19.21,-0.25,5.69,-3.10,1.11,-21.22,-44.50,11978
-1.97,6.97,-10.79,-0.07,3.31,-0.79,5.00,-19.29,-44.45,12012
1.55,16.93,-5.72,-0.50,3.48,-1.76,7.94,-17.38,-43.92,12046
-4.57,1.77,-5.17,-0.95,5.26,-2.79,12.50,-14.59,-41.58,12081
0.24,10.12,-7.82,-0.99,5.30,-2.65,17.26,-11.17,-38.72,12115
-1.30,4.47,-10.62,-1.09,5.07,-2.27,20.67,-8.58,-35.22,12149
